----------------------------------------------------------------------------------------------
GENESIS
----------------------------------------------------------------------------------------------

CHAPTER 1
Ge 1:1	In da beginning, God created da heavens n da earth--
Ge 35:14	And Jake set up a pillar at da place where God had spoken w him, a pillar of stone. And he poured out a drink offering on it, n poured oil on it.
Ge 35:15	And Jake called da name of da place where God had spoken w him Bethel. 

Ge 35:16	Then they journeyed from Bethel. And when they were still some distance from Ephrath, Rachel went into labor. And she had hard labor.
Ge 35:17	And when her labor wuz da most difficult da midwife said 2 her, "Don’t be afraid 4 u hav anotha son."
Ge 35:18	And it happened dat when her lyf wuz departing (4 she wuz dying), she called his name Ben-Oni. But his dad called him Ben.
Ge 35:19	And Rachel died n she wuz buried on da wey 2 Ephrath (dat’s, Bethlehem).
Ge 35:20	And Jake erected a pillar at her burial site. Dat is da pillar of da burial site of Rachel unto dis day.
Ge 35:21	And Israel journeyed on n pitched his tent beyond da tower of Eder.
Ge 35:22	And while Israel wuz livin’ in dat land Reuben went n had sexy times w Bilhah, his dad's concubine. And Israel heard 'bout it. 

Ge 35:23	Da sons of Leah: Da firstborn of Jake wuz Reuben. Then Simeon, Levi, Judah, Issachar, n Zebulun.
Ge 35:24	Da sons of Rachel: Joey n Ben.
Ge 35:25	Da sons of Bilhah, da female servant of Rachel: Dan n Naphtali.
Ge 35:26	Da sons of Zilpah, da female servant of Leah: Gad n Asher. Deez were da sons of Jake who were born 2 him in Paddan-Aram. 

Ge 35:27	And Jake came 2 Isaac his dad at Mamre, or Kiriath-Arba (dat’s, Hebron), where Abe n Isaac dwelled as aliens.
Ge 35:28	Now da days of Isaac were 1 hundred n eighty yrs.
Ge 35:29	And Isaac passed away n died, n wuz gathered 2 his ppl, old n full of days. And his sons Esau n Jake buried him. 


CHAPTER 36
Ge 36:1	Now deez r da descendants of Esau (dat’s, Edom).
Ge 36:2	Esau took his wives from da daughters of Canaan: Adah, daughter of Elon, da Hittite, n Oholibamah, daughter of Anah, da daughter of Zibeon, da Hivite,
Ge 36:3	n Basemath, da daughter of Ishmael, da sister of Nebaioth.
Ge 36:4	And Adah bore 2 Esau Eliphaz; n Basemath bore Reuel;
Ge 36:5	n Oholibamah bore Jeush n Jalam, n Korah. Deez r da sons of Esau who were born 2 him in da land of Canaan.
Ge 36:6	And Esau took his wives n his sons n his daughters, n all da persons of his household, n his sheep n goats, n all his cattle, n all da goods dat he had acquired in da land of Canaan, n went 2 a land away from his bro Jake.
Ge 36:7	Cuz their possessions were too many 2 live together, so dat da land of their sojourning wasn’t able 2 support them on account of their livestock.
Ge 36:8	So Esau dwelled in da hill country of Seir (Esau, dat’s Edom). 

Ge 36:9	Now deez r da descendants of Esau, da dad of Edom, in da hill country of Seir.
Ge 36:10	Deez r da names of da sons of Esau: Eliphaz, da son of Adah, da wife of Esau; Reuel, da son of Basemath, da wife of Esau.
Ge 36:11	Da sons of Eliphaz were Teman, Omar, Zepho, Gatam, n Kenaz.
Ge 36:12	(Now Timnah wuz da concubine of Eliphaz, da son of Esau. And she bore Amalek 2 Eliphaz.) Deez r da sons of Adah, da wife of Esau.
Ge 36:13	Now deez r da sons of Reuel: Nahath, Zerah, Shammah, n Mizzah. Deez r da sons of Basemath, da wife of Esau.
Ge 36:14	Now deez r da sons of Oholibamah, da daughter of Anah, daughter of Zibeon, da wife of Esau: She bore 2 Esau Jeush, Jalam, n Korah.
Ge 36:15	Deez r da chiefs of da sons of Esau. Da sons of Eliphaz, da firstborn of Esau: da chiefs of Teman, Omar, Zepho, Kenaz,
Ge 36:16	Korah, Gatam, n Amalek. Deez r da chiefs of Eliphaz in da land of Edom. Deez r da sons of Adah.
Ge 36:17	Now deez r da sons Reuel, da son of Esau: da chiefs Nahath, Zerah, Shammah, n Mizzah. Deez r da chiefs of Reuel in da land of Edom. Deez r da sons of Basemath, da wife of Esau.
Ge 36:18	Now deez r da sons of Oholibamah, da wife of Esau: da chiefs Jeush, Jalam, n Korah. Deez r da chiefs born of Oholibamah, da daughter of Anah, da wife of Esau.
Ge 36:19	Deez r da sons of Esau, n deez r their chiefs (dat’s, Edom).
Ge 36:20	Deez r da sons of Seir, da Horite, da ppl of da land: Lotan, Shobal, Zibeon, Anah,
Ge 36:21	Dishon, Ezer, n Dishan. Deez r da chiefs of da Horites, da sons of Seir in da land of Edom.
Ge 36:22	And da sons of Lotan were Hori n Hemam. And Lotan's sister wuz Timna.
Ge 36:23	Now deez r da sons of Shobal: Alvan, Manahath, Ebal, Shepho, n Onam.
Ge 36:24	Now deez r da sons of Zibeon: Aiah n Anah--he’s Anah who found da hot springs in da desert while he pastured da donkeys of Zibeon his dad.
Ge 36:25	Now deez r da sons of Anah: Dishon n Oholibamah, da daughter of Anah.
Ge 36:26	Now deez r da sons of Dishon: Hemdan, Eshban, Ithran, n Keran.
Ge 36:27	Deez r da sons of Ezer: Bilhan, Zaavan, n Akan.
Ge 36:28	Deez r da sons of Dishan: Uz n Aran.
Ge 36:29	Deez r da chiefs of da Horites: da chiefs Lotan, Shobal, Zibeon, Anah,
Ge 36:30	Dishon, Ezer, n Dishan. Deez r da chiefs of da Horites, accordin’ 2 their chiefs in da land of Seir. 

Ge 36:31	Now deez r da kings who reigned in da land of Edom b4 any king ruled over da Israelites.
Ge 36:32	Bela da son of Beor reigned in Edom. And da name of his city wuz Dinhabah.
Ge 36:33	And Bela died, n Jobab, da son of Zerah from Bozrah, reigned in his place.
Ge 36:34	And Jobab died, n Husham from da land of da Temanites reigned in his place.
Ge 36:35	And Husham died, n Hadad, son of Bedad, who rekt Midian in da field of Moab reigned in his place. And da name of his city wuz Avith.
Ge 36:36	And Hadad died, n Samlah from Masrekah reigned in his place.
Ge 36:37	And Samlah died, n Shaul from Rehoboth on da Euphrates reigned in his place.
Ge 36:38	And Shaul died, n Baal-Hanan, da son of Acbor, reigned in his place.
Ge 36:39	And Baal-Hanan da son of Acbor died, n Hadar reigned in his place. And da name of his city wuz Pau, n da name of his wife wuz Mehetabel, da daughter of Matred, daughter of Mezahab.
Ge 36:40	Now deez r da names of da chiefs of Esau accordin’ 2 their fams, accordin’ 2 their dwelling places, by their names: da chiefs Timna, Alvah, Jetheth,
Ge 36:41	Oholibamah, Elah, Pinon,
Ge 36:42	Kenaz, Teman, Mibzar,
Ge 36:43	Magdiel, n Iram. Deez r da chiefs of Edom (dat’s, Esau, da dad of Edom) accordin’ 2 their settlements in da land of their possession. 


CHAPTER 37
Ge 37:1	And Jake settled in da land of da sojourning of his dad, in da land of Canaan.
Ge 37:2	Deez r da gens of Jake. Joey, bein’ 17 yrs old, wuz shepherding da flock w his bros. Now he wuz a helper w da sons of Bilhah n da sons of Zilpah, da wives of his dad. And Joey brought a bad report of them 2 his dad.
Ge 37:3	Now Israel luvd Joey more than all his sons, 4 he wuz a son of his old age. And he made a robe w long sleeves 4 him.
Ge 37:4	When his bros saw dat their dad luvd him more than all his bros, they hated him n weren't able 2 talk peaceably 2 him. 

Ge 37:5	And Joey dreamed a dream, n he told it 2 his bros. And they hated him even more.
Ge 37:6	And he said 2 them, "Listen now 2 dis dream dat i dreamed.
Ge 37:7	Now look, we were binding sheaves in da midst of da field n, look, my sheaf stood up n it remained standing. Then look, yo sheaves gathered around n bowed down 2 my sheaf."
Ge 37:8	Then his bros said 2 him, "Will u rly rule over us?" And they hated him even more on account of his dream n cuz of his words.
Ge 37:9	Then he dreamed yet anotha dream n told it 2 his bros. And he said, "Look, i dreamed a dream again, n look, da sun n da moon n 11 stars were bowing down 2 me."
Ge 37:10	And he told it 2 his dad n 2 his bros. And his dad roasted him n said 2 him, "Wut is dis dream dat u hav dreamed? Will i n yo mom n yo bros indeed come 2 bow down 2 da ground 2 u?"
Ge 37:11	And his bros were jealous of him, but his dad kept da matter in mind. 

Ge 37:12	Now his bros went 2 pasture da flock of their dad in Shechem.
Ge 37:13	And Israel said 2 Joey, "R not yo bros pasturing in Shechem? Come, let me send u 2 them." And he said, "Here im."
Ge 37:14	Then he said 2 him, "Go now, c if it goes well 4 yo bros n 4 da flock, then return word 2 me." And he sent him from da valley of Hebron, n he arrived at Shechem.
Ge 37:15	And a man found him, n look, he wuz wandering 'bout in a field. And da man asked him, "Wut do u seek?"
Ge 37:16	And he said, "im seeking my bros. Tell me, please, where they’re pasturing."
Ge 37:17	And da man said, "They hav moved on from here, cuz i heard them sayin’, 'Let us go 2 Dothan.'" Then Joey went after his bros n found them in Dothan.
Ge 37:18	And they saw him from a distance. And b4 he drew near 2 them, they conspired against him 2 kill him.
Ge 37:19	And each said 2 his bros, "Look, dis master of dreams is comin’.
Ge 37:20	Now then, come, let’s kill him n yeet him in 1 of da pits. Then we'll say a wild animal devoured him. Then we'll c wut his dreams become."
Ge 37:21	And Reuben heard it n delivered him from their hand n said, "We must not take his lyf."
Ge 37:22	And Reuben said 2 them, "U must not shed blood. Yeet him into dis pit dat’s in da desert, but don’t lay a hand on him"--so dat he might rescue him from their hand 2 return him 2 his dad.
Ge 37:23	And it happened dat as Joey came 2 his bros they stripped Joey of his robe, da robe w long sleeves, dat wuz on him.
Ge 37:24	And they took him n yote him into da pit (da pit wuz empty; there wuz no water in it).
Ge 37:25	Then they sat down 2 eat some food. And they lifted up their eyes n looked, n look, a caravan of Ishmaelites wuz comin’ from Gilead. And their camels were carrying aromatic gum n balm n spices on da wey 2 Egypt.
Ge 37:26	Then Judah said 2 his bros, "Wut profit is there if we kill our bro n conceal his blood?
Ge 37:27	Come, let’s sell him 2 da Ishmaelites, but our hand will not be against him, 4 he’s our bro, our own flesh." And his bros agreed.
Ge 37:28	Then Midianite traders passed by. And they drew Joey up n brought him up from da pit, n they sold Joey 2 da Ishmaelites 4 20 pieces of silver. And they brought Joey 2 Egypt.
Ge 37:29	Then Reuben returned 2 da pit n, look, Joey wasn’t in da pit. And he tore his clothes.
Ge 37:30	And he returned 2 his bros n said, "Da boi is gone! Now i, wut can i do?"
Ge 37:31	Then they took da robe of Joey n slaughtered a goat, n dipped da robe in da blood.
Ge 37:32	Then they sent da robe w long sleeves n they brought it 2 their dad n said, "We found dis; please examine it. Is it da robe of yo son or not?"
Ge 37:33	And he recognized it n said, "Da robe of my son! A wild animal haz devoured him! Joey is ofc torn 2 pieces!"
Ge 37:34	And Jake tore his clothes n put sackcloth on his loins n mourned 4 his son many days.
Ge 37:35	And all his sons n daughters tried 2 console him, but he refused 2 be consoled. And he said, "No, i’ll go down 2 my son, 2 Sheol, mourning." And his dad cried 4 him.
Ge 37:36	And da Midianites sold him in Egypt 2 Potiphar, a court official of Pharaoh, a commander of da imperial guard. 


CHAPTER 38
Ge 38:1	And it happened dat at dat time Judah went down from his bros n pitched his tent near a certain Adullamite, whose name wuz Hirah.
Ge 38:2	And Judah saw da daughter of a certain Canaanite there whose name wuz Shua. And he took her n went in 2 her.
Ge 38:3	And she conceived n bore a son, n he called his name Er.
Ge 38:4	And she conceived again n bore a son, n he called his name Onan.
Ge 38:5	And once again she bore a son, n she called his name Shelah. And he wuz in Chezib when she bore him.
Ge 38:6	And Judah took a wife 4 Er his firstborn, n her name wuz Tamar.
Ge 38:7	And Er, da firstborn of Judah, wuz bad in da eyes of YHWH, n YHWH killed him.
Ge 38:8	Then Judah said 2 Onan, "Go in 2 da wife of yo bro n perform da duty of a bro-in-law 2 her, n raise up offspring 4 yo bro."
Ge 38:9	But Onan knew dat da offspring would not be 4 him, so whenever he went in 2 da wife of his bro he’d waste it on da ground so as not 2 give offspring 2 his bro.
Ge 38:10	And wut he did wuz bad in da sight of YHWH, so he killed him also.
Ge 38:11	Then Judah said 2 Tamar, his daughter-in-law, "Stay a widow in yo dad's house until Shelah my son grows up," 4 he feared he’d also die like his bro. So Tamar went n stayed in da house of her dad.
Ge 38:12	And in da course of time da daughter of Shua, da wife of Judah, died. When Judah wuz consoled he went up 2 his sheepshearers, he n his friend Hirah da Adullamite, 2 Timnah.
Ge 38:13	And 'twas told 2 Tamar, sayin’, "Look, yo dad-in-law is goin’ up 2 Timnah 2 shear his sheep."
Ge 38:14	So she removed da clothes of her widowhood n covered herself w da veil n disguised herself. And she sat at da entrance 2 Eynayim, which is on da wey 2 Timnah, 4 she saw dat Shelah wuz grown but she hadn't been given 2 him as a wife.
Ge 38:15	And Judah saw her n reckoned her 2 be a hoe, 4 she had covered her face.
Ge 38:16	And he turned aside 2 her at da roadside n said, "Please come, let me come in 2 u," 4 he didn't kno dat she wuz his daughter-in-law. And she said, "Wut will u give 2 me dat u may come in 2 me?"
Ge 38:17	And he said, "i’ll send a kid from da goats of da flock." And she said, "Only if u give a pledge until u send it."
Ge 38:18	And he said, "Wut is da pledge dat i must give 2 u?" And she said, "yo seal, yo cord, n yo staff dat’s in yo hand." And he gave them 2 her n went in 2 her. And she conceived by him.
Ge 38:19	And she arose n left, n she removed her veil from herself n put on da garments of her widowhood.
Ge 38:20	And Judah sent da kid from da goats by da hand of his friend da Adullamite 2 take back da pledge from da hand of da woman, but he couldn't find her.
Ge 38:21	So he asked da men of her place, sayin’, "Where is dat cult hoe dat wuz at Eynayim by da roadside?" And they said, "There is no cult hoe here."
Ge 38:22	Then he returned 2 Judah n said, "i couldn't find her. Morever, da men of da place said, 'There is no cult hoe here.'"
Ge 38:23	And Judah said, "Let her take them 4 herself, lest we be LOLed at. Look, i sent dis kid, but u couldn't find her."
Ge 38:24	And 'bout 3 months later 'twas told 2 Judah, "Tamar yo daughter-in-law haz played da whore, n now, look, she’s conceived by prostitution." And Judah said, "Bring her out n let her be burned."
Ge 38:25	She wuz brought out, but she sent 2 her dad-in-law sayin’, "By da man 2 whom deez belong i’ve conceived." And she said, "Now discern 2 whom deez belong: da seal n cord n da staff."
